,id,POI/street
510,510,ebe florist pang besar sudi mangun di/dikaran
511,511,jati rajungan/rajungan raya 2 rt 1 rw 6 pulo gadung
512,512,bog ra kramat/kramat jati kramat jati
513,513,griya kencana/rajabasa rajabasa
514,514,jojo perintis mulia/
515,515,"batamindo lucky plaza,/komplek ruko, nagoya"
516,516,pemb iv no 28 lem/lembah sari rumbai pesisir
517,517,dogi park waterboom/waterboom indrapura
518,518,fk computer kusuma bangka/
519,519,primkop kartika pratama ratahan yudha/blok tinggi plaza
520,520,"ud.dua mitrasana usaha,/teuku umariah"
521,521,kalierang sido 10/10 bumiayu
522,522,warung singapore jenggot/wolihi monica
523,523,tambakaji tamini aji palotot/54 ngaliyan
524,524,raya sokka 69 pe/pejagoan kebumen
525,525,pajaj 26 paminggir garut/garut kota
526,526,sd lapangan bulupa 03/
527,527,cluster keripik/12 cilangkap tapos
528,528,trirenggo kel./
529,529,btn cabalu/sulawesi sel.
530,530,kartini kart iv dalam 25 rt 4 4 10750 sawah/sawah besar
531,531,mts swasta tpa) hidayah palembang/center aminudin fauziyyah
532,532,jatibening baru jati ben ii rt 2 3/3 pondok gede
533,533,buana impian 2/2 blok g fantasy no 26 tembesi sagulung batuaji batam
534,534,kwetiau tanjungdalam pinangsori/aulia rt04rw05 residence lubuk bajayau
535,535,hayam wuruk 36 10 sawung/sawunggaling wonokromo
536,536,"win-e ltc glodok,/lantai ug, lebak b5 aulia residence"
537,537,pusakajaya aji bayumas .pt pelayaran teluk betari/
538,538,bankalan rakyat indonesia/palotot indranila
539,539,maulana hasaniyah/poris gaga
540,540,square lily jean/palotot seminyak
541,541,"pemancingan galatama nr alamat : acacia baruna. julukanaya/ivory bebek cluster salak 10,"
542,542,brawi 28 tung/tunggalpager mojosari
543,543,sudimara jaya/jaya hos cokr 9 ciledug
544,544,jl cisangkuy 66(depan ta/taman lansia)
545,545,taman suropati pos polisi/polisi kelurahan menteng
546,546,jl. lan 2 rt 5 3/3 sanja
547,547,catur tung 80 rt 12 rw 1/1 jatinegara
548,548,27 delod peken kel./
549,549,toddopuli net cluster borongngara unter/perumahan purindo tamansari sarimin lebak e1 11
550,550,1a rt 10/41a rt 10 rw 16
551,551,bel i rt 1 10 kayuringin jaya/1 10 kayuringin jaya bekasi selatan
552,552,paranginan tambung malang palotot/80 90224 tamalate
553,553,jln. suka damai 15/15 villa prasadha serua indah
554,554,cipacing tugu cluster cikondang jembatan/
555,555,original javacom tourism/
556,556,gubeng gg./gg. kali 2 60281 gubeng
557,557,toi umum/umum pand
558,558,sawo 41 bi/bitera gianyar
559,559,angg dalam grendeng/grendeng purwokerto utara
560,560,moena freshgirl parfum/
561,561,toko pray sewu/sewukan dukun
562,562,tang turi simomulyo sukomanung/sukomanunggal
563,563,pringu cepi bulu/bululawang
564,564,mer pondok cabe udik/udik pamulang
565,565,pangeran muhammad/musholla al-ikhwan
566,566,yos suda wringin/wringin agung
567,567,jagasatru dapur cokelat/kesawan hills
568,568,pahandut pahandut/
569,569,jl. boule/boule raya grand kalibaru cilodong
570,570,jambangan kel./
571,571,"sarana, niagatama cargo h, o s, cokr/"
572,572,bukit indah 1/1 serua
573,573,muteran dahrum/morokrembangan krembangan
574,574,hos. cokr no 3/3 mas taqwa muhammadiyah enrekang
575,575,utan panjang utan panj iii 54 rt 10 5 10650/10650 kemayoran
576,576,"baliart tripips utama, sebelah/gurame permai"
577,577,pram no 108 tuwung/tuwung barru
578,578,cv. purw nata husen sastrane/sastranegara
579,579,/
580,580,"d, travel agenpos busana pariwisata/kebond hasnur ashira"
581,581,muti depok sukma/sukmajaya
582,582,gajahmati ulum/aulia ll 51 khomariyah
583,583,selasar masjid pkp/aulia 95 8
584,584,toko tale/tale kenc
585,585,1 rt 1/jagakarsa mar 11 rt
586,586,paku jaya per paku jaya ser/serpong utara
587,587,sd negeri/negeri banjar banjaretno kajoran
588,588,jl.li timur/timur bukit agung kerinci kanan
589,589,jela madya utara grogol/grogol petamburan
590,590,md motorindo/bungalow karno
591,591,jembatan stasiun ah wasingah/pondokgede petir kel. bojongsari
592,592,dinamika pesona purbasari sebelah/stasiun ismail
593,593,dhar ix no 26c airl/airlangga rt 13 rw 1
594,594,rad sal gg. h ar 72/72 karang tengah rt 3 8 karang tengah
595,595,tukad bar i 20 panjer den/denpasar selatan
596,596,bata kali sela no 5/5 rt 5 4 12740
597,597,muteran setiajaya/rapak hills loa janan ilir
598,598,90 rt/raya 290 rt 6 rw 8 kebayoran lama utara kebayoran lama
599,599,h. saiful/aulia 32c palmerah garden residence residence palmerah
600,600,raja xi 9/9 jatisampurna jati sampurna
601,601,soekarno hatta/postal ketan legenda
602,602,raya k/kanda gun 100 kandangan benowo
603,603,muteran pelita kompleks/johar baruna. johar baruna.
604,604,lumbu barat/barat raya 13 rawalumbu
605,605,sul ageng tirta kunciran indah pinang (/(penang)
606,606,kujangsari jak 60/60 bandung kidul
607,607,kedung waringin/waringin pasar baru 1 bojonggede
608,608,sutir palotot/50 garden permai ampera kel. podomoro - kuning
609,609,gg. madr 1 rawa/rawajati rt 7 rw 1 pancoran
610,610,cele 1 no 16/16 jatimakmur rt 3 rw 12 pondok gede
611,611,terminal dutalia teknik/margapadang tarub
612,612,residence uluale cluster faq usm/residence 30122 sasak uluale julukanaya
613,613,zahvirana hitam/siring tangsi
614,614,ahmad yani 191 bi/binangun binangun
615,615,"dewi, sartika/8 kuta,"
616,616,"steamboat ayanipura/ac yani,"
617,617,"depot sego tabok krian sidoarjo, jatimekar/jembatan jatirejo v"
618,618,sunny surf & stay/pantai baturiti bollen
619,619,kpp makassar sel./cluster karema sumoharjo km.4
620,620,pop sulung tangsi/aulia 168 binexa kompleks kaliwiru
621,621,sebelah an nurmarisa/topaz palotot
622,622,tulungpasik kel./lines. warung
623,623,toko kaca ks/ks glass
624,624,pais wayan prop seminung/seminung muara dua
625,625,sibyan hills residence/93 layang bontoala
626,626,kara wadas 30/30 cikarang cilamaya wetan
627,627,raya solo - yogyak 45 belang wetan klaten u/utara
628,628,"atmega bankalan bukopin/adi, sumatera"
629,629,rawa sela gg. angs/angs kampung rawa johar baru
630,630,najah pradana mawar/panji tenggarong
631,631,palotot leubok/
632,632,ma swasta mukmin muhajirin/
633,633,"perumahan bumiaji asri, pelangi/lebak rt04rw05 no.42. cluster pelangi no.km"
634,634,sumpang mi/minangae mat bacukiki barat
635,635,pantai kilang/leitimur sel.
636,636,"mie, ayam, danone mendoan bejoe/"
637,637,kenc resid no 18 kencana rt 4 rw 10/10 tanah sereal
638,638,klinik granada medika/palotot mauk buaran jatirejo
639,639,"sewangi gaun pengantin danone make up murah,/aarcpulau serangan"
640,640,kemanggisan angg nel 33 rt 3 1 pal/palmerah
641,641,lamt no 55 pamulang timur/timur kel. pamulang
642,642,simp manak pa/pagar alam
643,643,toko bang safira/safira ujung batu ujung batu
644,644,"baliart children foundation,/palotot kesawan"
645,645,"lebak bulus laksana/aulia 33 8 cilandak,"
646,646,pondok kelapa haji nam 20 rt 9 2 duren s/sawit
647,647,gun singga 17855 ci/cikarang selatan
648,648,kapuk muara smp 1 56-67 rt 2 3 14460/14460 penjaringan
649,649,sentralindo teknikatama indonesia cv/ngatun tirtoyoso ll
650,650,joko ting/ting pondoksari nguntoronadi
651,651,karet flamb 18-2 rt 9 3 12920 setia/setia budi
652,652,gangsar teladan/aulia 20
653,653,de latinos bsd/cluster de latinos cluster hacienda mexicano lebak c15 residence
654,654,bpr kedunglo arthas/kertosari temanggung
655,655,mamajang luar kel. beruang/kompleks 90132
656,656,bat ku med 86 percut/percut sei tuan
657,657,amp iv dalam pade/pademangan barat
658,658,sulaiman margahayu/
659,659,sukarame makmuriyah simpang stasiun/aulia 11 deliana tua
660,660,mangunsari kyai has no 61 50721/50721 sidomukti
661,661,payas bali ukir bi/bitera gianyar
662,662,kelurahan sukajadi. hend ac mobil. jl .lintas/.lintas sumatera. jembatan ogan 2(samping rm waruni)
663,663,gg. rah sim/simpang empat kertak hanyar
664,664,gg. rez no 30 padang bulan se/selayang i medan selayang
665,665,gg. kera helvetia tengah/tengah medan helvetia
666,666,pad me/mekar no 18 padangsambian denpasar barat
667,667,cipinang cempedak kebonsari nanas podomoro ll/17 garden kompleks binexa permai kaum
668,668,alinda kencana 2/2 blok b3 no14 rt rw 003 027
669,669,gun pap rambu/rambutan
670,670,jl. kahur 4 001 006 sumber/sumber banjarsari
671,671,timur dalam 202/timur dalam 202 rt 3 rw 9 10460 senen
672,672,tpa ta abror/girilaya mulyoarum
673,673,toilet pertamina/dempet dempet
674,674,perumahan wahana cikarang sel. lebak g agency aulia 03 garden 003rw018/
675,675,banyoneng dajah majeluk taklim tlagah/
676,676,warung jengkol/: kp warung jengkol rt 02 rw 013 no: 56 (h.idris) ke
677,677,toba elok residence/
678,678,"pujasera ko. puskemas a, damoli v brawijaya/14 garden 0 0 wonocolo"
679,679,samudera warna. pt/pt jend bas rah 122 rw 1
680,680,klaten pem 214 klaten te/tengah
681,681,angsana permai/kompleks kepanjen kebonsari jeruksari
682,682,kepundung no 34 dangin puri/puri kel.
683,683,jembatan palotot banjarejo/aulia 57 banjarejo kel.
684,684,aulia 25 pulasaren kel. pekalipan/
685,685,lotus regency/ketin baruna. selatan
686,686,cinangka aquarium/kel. berung
687,687,pejagalan ta/taman perm indah 2 14 rt 1 15 11720 penjaringan
688,688,"pt.era arai rubber seal indonesia, cluster manis ll/no.278 residence zonatri industri, manis"
689,689,bakmi warung bakmi warung permai/terminal garden 8 8 bakmi
690,690,"tugu tuo simpang manunggal,/limaran pulo"
691,691,nagrak nag 16 40238 c/cangkuang
692,692,raya batu 50 muara a/aman bukit kemuning
693,693,kagungan g cend 14 42114/14 42114 serang
694,694,sukawening sukawening/
695,695,gedog brig ka/katamso 143-147 sanan wetan
696,696,malaysian bahagia ibox pentacity/jendral sudirman
697,697,ked anyar/anyar buntu vii sawahan sawahan
698,698,"masjid baliart cahaya baruna. toko-ho/knalpot h, fakhr"
699,699,drawati citayem 40383/40383 paseh
700,700,gmim betel pintu besar/
701,701,setro baruna. ix/93 binexa permai
702,702,kope karyawan gembiraloka kebun/kebun raya rejowinangun kotagede
703,703,toko liliana way/way serdang
704,704,melati unter mulia/kapuk kel.
705,705,palotot paha - ngabean/pahauman sengah temila
706,706,mulia binexa residence ciracas/
707,707,grand resid/resid boule
708,708,lenny beautycare salon/jendral sudirman
709,709,cluster ariabima medika/paradise resort cluster thermo bayiku c16 aulia 17
710,710,toko-ho kelontong bobotoh/aulia 45 purwokerto podomoro
711,711,turangga plaza hills ll/turangga garden
712,712,"papasan iii,/papanggo tanjungdalam priok"
713,713,sabu baru iv 20 90212 ujung/ujung tanah
714,714,nusa indah no 35 si/simarito siantar barat
715,715,cireundeu lem iii 36 rt 4 6 15419/15419 ciputat timur
716,716,wijaya ku/kusuma pangeran tuba angke rt 4 rw 8 grogol petamburan
717,717,"nusaloka jayalas permai,/"
718,718,lighting soundlife grosir center/pertokoan global blus
719,719,sukamulya pelangi palotot lapan/garden residence permai 16350 rumpin
720,720,batra eyang gentar/
721,721,75571 loa k/kulu
722,722,gemb sawah iii kapasan 4/4 simokerto
723,723,kendari kolaka/47 anggopiu uepai (uwepai)
724,724,arj 175/175 pendrikan kidul rw 5 semarang tengah
725,725,merah delima v/tambun podomoro
726,726,thermo savia lebak f2 no.1/cluster ambon
727,727,jaya 5/5 rt 3 9
728,728,gordyn wergo vi/86 bengkel lasona pendy wergu vi kel. kuning
729,729,wtf tattoo/aarcpulau harapan 19 perumnas wayang kandis
730,730,puncak mulya/puncak mulya rt 5 rw 11 desa sukaluyu
731,731,belia ponsel montasik/
732,732,swad pabu kulon 19 gunung/gunung putri
733,733,komp sek. neg cido 6/6 cipulir rt 1 6 kebayoran lama
734,734,man klojen/
735,735,kedoya green garden/garden blok a14 no.18
736,736,wig ten xi gunung anyar/anyar tambak gununganyar
737,737,ivory selatan mulia/
738,738,datuk kabu hutan percut/percut sei tuan
739,739,palotot pupuan-seririt/aulia city sd lapangan residence bubunan
740,740,sukasari kisa 233 rt 1/1 tangerang
741,741,"supermall diesel panggang hidayah/food, kuning"
742,742,tawang mangu/residence pancaran kasih - lawang
743,743,"palotot payak/koperasi, sutra ketinggian"
744,744,/
745,745,gg. jat 86 tonja den/denpasar utara
746,746,toko-ho mayang/cluster k.z. abidin
747,747,t orc bint 75/75 pondok pucung pondok aren
748,748,/
749,749,rt 3 1/55 mustikasari rt 3 1 mustika jaya
750,750,transport kalbar/
751,751,kebun man i 11/11 cipulir rt 10 rw 7 kebayoran lama
752,752,dip 57 cinta/cinta raja sail
753,753,yayasan kdm jl. rawa dolar no.29 rt 1 5/5 jati rangon
754,754,ulak karang selatan j/jaka 1a padang utara
755,755,sumber rejo teuku cik diti gg. mel 3 no 18 35151 kemi/kemiling
756,756,palotot bandu/
757,757,"smks ti suryake yapis kel./jend. a. yani, julukanaya"
758,758,"mesjid mukmin hidayah,/palotot cikarang pamudo"
759,759,mariyem peduli/kalijogo baruna. warung permai
760,760,gedung pramuka jl./jl. pahlawan no. 8 lantai 5 semarang selatan. kota semarang
761,761,ahli gigi dental edy kosim/pisangan baruna. selatan pdsi
762,762,cendana residence/46 35131
763,763,kenanga palotot/aulia 33 kel. kel.
764,764,"tower sakura lifestyle tower, sakura/sekolah daarul qur'an sakura lt residence"
765,765,kel. basilang cluster rasiah said/cijerah garden residence payakumbuh plaza
766,766,gangsar srikandi/tahunan kel.
767,767,ciputat ciputat/
768,768,palotot jekita pantura rezeki montor/hadipolo jekulo
769,769,margasari kel. buahbatu (margacinta)/
770,770,karya jaya gedung johor deli/deli tua
771,771,citraloka tourism danone travelindo/penjaringan sarimin lor
772,772,padat karyabaru/lamaru balikpapan warung
773,773,"harmony voice vocal group,/garden hotel binexa 17 penjaringan"
774,774,pro ab/abadijaya sukmajaya
775,775,sukoanyar erwana fashion palotot mojorejo/aulia permai
776,776,"aulia hotel asosiasi hutan tanam rakyat mandiri, indonesia,/"
777,777,toko-ho narmada bangkala/palotot gondangmanis
778,778,39 rt 1 10/139 rt 1 10 tambun selatan
779,779,"pt.era ciptarapi mandiri, wirasakti/jembatan palotot narogong km.18"
780,780,atmega bright/perumahan grandpa's permata lifestyle
781,781,sidotopo sido jaya 7 41b rt 8 12 60152/60152 semampir
782,782,rawa cito 41/41 jatimelati 2 pondok melati
783,783,terminal tidar ma/magelang kios d.8 magelang
784,784,"stasiun bojong kulur residence jayalas abadi, sablon/"
785,785,batu surau (/( karang endah ) depan masjid al-hidayah
786,786,laksmi cake/palotot uluale gadut
787,787,desa leuwi/leuwi panyingkiran
788,788,85 halte/poncol supriadi
789,789,"cempaka palotot aulia 91 hakasima teknikatama/banjarmasin, plaza"
790,790,.nangoh irena/16 kp.nangoh irena rt 4 caringin
791,791,mel raya melong/melong cimahi selatan
792,792,dokter murod spog knalpot wuluhan/tegalsari sarimin
793,793,stasiun cibinong/cluster padurenan no.278 lebak
794,794,sabila collection/
795,795,gg. siaga 1 dalam bugis/bugis pontianak timur
796,796,mettaduta collection/
797,797,mi swasta miftahul mutaqin allimin/aulia 203136 dukupuntang
798,798,postal indonesia/tumpang talun
799,799,macc ra 202 rw 3/3 panakkukang
800,800,dusun cendana btn cendana/cendana indah lorong 2 nomor a8
801,801,"ruko, kota sutra aulia 19a agency onnanoko kudede interior/"
802,802,"kayla babyshop shop,/lines. padamara tinggi"
803,803,jl. h. saa koang jaya/jaya karawaci
804,804,mang d/dalam vi
805,805,"cendana btn karung asemka),/tanjungdalam enim sel."
806,806,komplek zeni menz/puskemas rebo
807,807,masjid al-muh/
808,808,perumahan permata harmoni/lebak c7 aulia 33
809,809,/
810,810,komplek hksn perum./alalak podomoro kel.
811,811,"pulomas villas lebak g no.22/jakarta, warung"
812,812,pemogan gg. griya dadi 27 den/denpasar selatan
813,813,dongk rt 3 1 mbobrok/mbobrok suruh
814,814,marein griya sinta lt. cijerah unitras 5a/jembatan tomang palotot no.278 39 - grha sebelah fajar futura energi
815,815,garuda palotot/kunciran unter kel.
816,816,emerald citratama net/e28 pondokgede aren
817,817,aulia 22b binexa residence serdangindah kel. kemayoran/
818,818,bengkel april/
819,819,smartcard jm ibu farhan/andiani mapala
820,820,kar anyar/anyar karang anyar sawah besar
821,821,lines. sumatera/20138 taruang taruang raosan
822,822,parashade yogya/babakan loa
823,823,bunder kamp seula heu 35 rt 13 4 41161/41161 jatiluhur
824,824,"bumiaji citeureup asri,/"
825,825,notaris ny. martinah sumatera/buahbatu baturiti
826,826,pemecutan klod gg. ulun suan 16 den/denpasar barat
827,827,"idola familymart/air, mataram"
828,828,peri kem 70-71/70-71 kelapa gading barat 4 kelapa gading
829,829,palm spring regency/regency blok c no. 101 jambangan surabaya
830,830,ipda tut hars baciro/baciro kel.
831,831,dewaruci chicken/
832,832,cikamin makmuriyah/
833,833,bp-p fi kenanga palotot/tanjungdalam sarimin
834,834,"sawo, kecik mulia/"
835,835,cempaka putih timur cemp put/put ten xxv 21 rt 4 8 cempaka putih
836,836,kayu gede 1 74 paku jaya ser/serpong utara
837,837,toko-ho anya/stasiun senggol
838,838,fania laun am/ambartawang mungkid
839,839,bufat yoto/pacung kudangan
840,840,flamb 1/1 pondok benda pamulang
841,841,ir. h. juanda rempoa ciputat warung/
842,842,sutera jelita residence/aulia 1
843,843,jakasampurna kasu 28 rt 1 17145/17145 bekasi barat
844,844,pucangsawit ir. sutera/75 57125 jebres
845,845,jl. gajahmada ruko murni/murni blok k no. 144 bali fine watch
846,846,aulia 82 praja edukasi marpoyan damai/
847,847,cibuntu raya/raya setu 97 cibitung
848,848,simpangan cisan/cisan raya 188 17530 cikarang utara
849,849,kp kebon kopi rt02 10 puspanegara (rumah pak ma/maman ms)
850,850,toko-ho emas putih nurika syai'in/keyongan babat
851,851,cluster palotot kompleks/tenayan palotot
852,852,"st malindo saleh,/ta imarah"
853,853,kemb kun ku/kulon 15 rw 6 sawahan
854,854,kel. baruna./sumber seta murni. sebelah medan belawan kuning
855,855,16-1 duri selatan/16-1 duri selatan rt 2 4 tambora
856,856,genteng besar/
857,857,kendeng net/city binexa mulia bendan ngisor kel. gajahmati mungkur
858,858,jend sudir/sudir gang damai 46 ciperna rt 1 6
859,859,"mojorejo iii,/aulia star binexa cijerah"
860,860,perum puri kosa 2/2 duren klari
861,861,pondok benda pand lima/lima raya 1 rt 10 17 pamulang
862,862,swadaya postal/pulorejo gebang
863,863,999 batujaya kel./
864,864,serdadu ba residence/g 24 cijerah kemayoran
865,865,kelapa dua/dua danau biru no 103 kelapa dua
866,866,pondok karya agung/agung blok da no 30 rt 19
867,867,unter jatirejo/kolombo sugiman
868,868,raya keb 161 moropelang ba/babat
869,869,guk damariah/cluster subarang kotobaru baruna. (ampera baturiti kudo)
870,870,sema raya/raya teluk pucung
871,871,palotot cilacap kko/
872,872,mesj gg. kelu 10 tanjung rejo medan sung/sunggal
873,873,cimone jaya unt suro 36 rt 2 7 15114/15114 karawaci
874,874,"jnt triasih pramuka/samping, beebee capital cluster pramuka km.6"
875,875,capital miracle/panggang sudirman
876,876,"tanjungsari komplek pergudangan tanjungdalam sarimin/palotot tangga lorena 10, residence sukomanunggal"
